Datetime;Family solar opt. (economic) [W];Family solar opt. (intensive) [W];3 daily peaks (economic) [W];Mainly evening (economic) [W];Standard load profile residential (S21) [-]
11/10/2022 21:15;72.7;1 370.00;120;400;0.0992
11/10/2022 21:30;81.9;1 363.20;200;200;0.0944
11/10/2022 21:45;49.2;624.7;280;360;0.0879
11/10/2022 22:00;49.1;442.3;240;320;0.087
11/10/2022 22:15;72.1;351.5;240;200;0.0811
11/10/2022 22:30;37.3;425.6;120;800;0.0795
11/10/2022 22:45;20;363.1;40;360;0.0759
11/10/2022 23:00;18.8;182;160;320;0.072
11/10/2022 23:15;74.7;93.9;280;160;0.0718
11/10/2022 23:30;19.8;102.8;240;200;0.0717
11/10/2022 23:45;19.3;109.9;160;360;0.072
12/10/2022 00:00;19.4;81.2;160;320;0.0713
12/10/2022 00:15;83;164;240;240;0.0705
12/10/2022 00:30;19.2;70;120;160;0.0699
12/10/2022 00:45;18.9;138.3;120;240;0.069
12/10/2022 01:00;18.6;99.5;0;360;0.0677
12/10/2022 01:15;58.5;101.8;80;200;0.0667
12/10/2022 01:30;63.4;139.6;280;160;0.065
12/10/2022 01:45;49.5;64.2;280;280;0.0637
12/10/2022 02:00;62.7;143.7;240;320;0.0632
12/10/2022 02:15;197;82;80;200;0.0628
12/10/2022 02:30;177.1;193.7;40;200;0.0632
12/10/2022 02:45;160.7;336;160;200;0.064
12/10/2022 03:00;163.5;255.6;280;160;0.065
12/10/2022 03:15;201.9;692.9;280;40;0.0655
12/10/2022 03:30;161.3;709.1;160;80;0.0686
12/10/2022 03:45;131.8;735.5;80;200;0.0713
12/10/2022 04:00;128.1;730.3;80;160;0.0768
12/10/2022 04:15;217.5;739.5;200;40;0.0811
12/10/2022 04:30;152.2;752.4;240;120;0.0881
12/10/2022 04:45;149.1;683.3;240;200;0.094
12/10/2022 05:00;152;704.3;160;80;0.1002
12/10/2022 05:15;225.2;809.5;120;80;0.1077
12/10/2022 05:30;396.1;688.2;160;200;0.1139
12/10/2022 05:45;1 699.80;896.8;120;280;0.1133
12/10/2022 06:00;388.3;845.7;320;120;0.1166
12/10/2022 06:15;1 267.40;924.8;680;200;0.1182
12/10/2022 06:30;1 460.90;840.5;400;240;0.1173
12/10/2022 06:45;1 357.00;716.6;280;200;0.115
12/10/2022 07:00;296.5;3 364.80;240;80;0.1147
12/10/2022 07:15;117.7;487.7;160;40;0.1141
12/10/2022 07:30;85.7;1 716.30;200;480;0.1126
12/10/2022 07:45;113;460.8;200;320;0.1107
12/10/2022 08:00;112.2;517.5;240;240;0.1104
12/10/2022 08:15;158.2;495;320;120;0.111
12/10/2022 08:30;109.8;577.3;240;160;0.1115
12/10/2022 08:45;610.8;664.1;160;200;0.1109
12/10/2022 09:00;1 456.30;566.6;40;80;0.1133
12/10/2022 09:15;1 373.00;1 553.70;160;40;0.1175
12/10/2022 09:30;961.6;2 098.90;240;160;0.1217
12/10/2022 09:45;93.2;744.7;280;200;0.1201
12/10/2022 10:00;770.5;697.3;240;80;0.1161
12/10/2022 10:15;1 800.60;73.6;40;40;0.1133
12/10/2022 10:30;1 828.10;153.4;40;200;0.1108
12/10/2022 10:45;1 632.30;1 635.70;200;160;0.107
12/10/2022 11:00;1 451.20;1 955.10;280;80;0.1049
12/10/2022 11:15;1 762.00;611.3;240;40;0.1049
12/10/2022 11:30;3 415.40;861;240;200;0.1039
12/10/2022 11:45;3 774.80;2 222.00;160;160;0.1026
12/10/2022 12:00;1 425.20;3 134.40;80;40;0.0992
12/10/2022 12:15;2 808.00;1 326.20;200;80;0.0978
12/10/2022 12:30;2 849.50;615.1;400;240;0.0971
12/10/2022 12:45;3 059.00;515;360;120;0.0994
12/10/2022 13:00;378.6;605.4;360;40;0.1002
12/10/2022 13:15;421.9;794.5;200;160;0.0994
12/10/2022 13:30;233;1 450.70;160;200;0.1005
12/10/2022 13:45;295.3;1 352.80;120;80;0.102
12/10/2022 14:00;81.9;1 201.70;120;40;0.104
12/10/2022 14:15;40;1 311.60;320;200;0.1062
12/10/2022 14:30;83.5;1 220.90;360;240;0.111
12/10/2022 14:45;232.3;1 329.30;280;80;0.1168
12/10/2022 15:00;185;1 047.20;200;80;0.1226
12/10/2022 15:15;161.8;271.7;240;280;0.1264
12/10/2022 15:30;123.2;206.4;120;160;0.1306
12/10/2022 15:45;148.6;88;120;80;0.1359
12/10/2022 16:00;139.6;153.6;160;120;0.1414
12/10/2022 16:15;95.5;94.5;160;240;0.1442
12/10/2022 16:30;98.9;132;280;120;0.1444
12/10/2022 16:45;97.3;505.5;240;200;0.1427
12/10/2022 17:00;180.7;497.9;160;800;0.1597
12/10/2022 17:15;126;702.3;40;1 400.00;0.1714
12/10/2022 17:30;119.4;648.1;120;240;0.1688
12/10/2022 17:45;475.1;619.9;240;280;0.1667
12/10/2022 18:00;112.4;774;240;440;0.1614
12/10/2022 18:15;127.9;3 059.10;280;360;0.1575
12/10/2022 18:30;163.8;3 073.90;320;200;0.1542
12/10/2022 18:45;740;2 274.30;240;240;0.1518
12/10/2022 19:00;2 015.40;2 546.80;280;360;0.1493
12/10/2022 19:15;2 406.10;2 299.60;520;240;0.1449
12/10/2022 19:30;2 083.10;1 834.50;480;200;0.1414
12/10/2022 19:45;1 736.40;1 310.00;480;280;0.1399
12/10/2022 20:00;1 674.60;1 202.70;200;320;0.1314
12/10/2022 20:15;208.2;1 171.80;40;200;0.1259
12/10/2022 20:30;168.7;1 059.10;120;160;0.1217
12/10/2022 20:45;145.2;938.5;240;320;0.117
12/10/2022 21:00;170.2;1 088.60;320;320;0.1065
12/10/2022 21:15;109.8;951.5;240;160;0.0992
12/10/2022 21:30;126;1 022.00;200;160;0.0945
12/10/2022 21:45;169;962.5;120;320;0.0879
12/10/2022 22:00;209.3;847.5;120;480;0.0868
12/10/2022 22:15;187.2;702;160;160;0.0812
12/10/2022 22:30;119.3;616.5;280;400;0.0793
12/10/2022 22:45;62.4;279.3;200;320;0.0759
12/10/2022 23:00;72.7;150;160;240;0.0721
12/10/2022 23:15;20.1;69.3;200;120;0.0719
12/10/2022 23:30;19.4;127.7;120;40;0.0717
12/10/2022 23:45;19.8;130.6;120;160;0.0721
13/10/2022 00:00;74.3;63.3;240;200;0.0712
13/10/2022 00:15;20.4;129.5;160;40;0.0707
13/10/2022 00:30;19.1;106.3;160;80;0.0701
13/10/2022 00:45;19.2;72.7;240;240;0.0688
13/10/2022 01:00;58.7;162.3;120;80;0.0676
13/10/2022 01:15;43.6;113;240;40;0.0667
13/10/2022 01:30;20;63.7;120;200;0.065
13/10/2022 01:45;18.9;163;160;160;0.0637
13/10/2022 02:00;20;91.2;280;40;0.0631
13/10/2022 02:15;82.6;89.6;240;80;0.0628
13/10/2022 02:30;20.5;141.6;120;240;0.0634
13/10/2022 02:45;18.9;63.2;160;80;0.0639
13/10/2022 03:00;19.7;155.5;160;40;0.0652
13/10/2022 03:15;83.5;97.6;120;200;0.0656
13/10/2022 03:30;19.8;67.4;240;160;0.0683
13/10/2022 03:45;20.3;160.4;240;40;0.0705
13/10/2022 04:00;18.8;104.3;280;80;0.0761
13/10/2022 04:15;57.7;62.2;160;240;0.0807
13/10/2022 04:30;36.9;154.7;120;80;0.0874
13/10/2022 04:45;144.9;85.1;40;80;0.0932
13/10/2022 05:00;288.3;148;160;320;0.0992
13/10/2022 05:15;321.9;741.9;280;240;0.107
13/10/2022 05:30;402.8;692.1;240;120;0.1145
13/10/2022 05:45;599.8;872.5;280;560;0.1141
13/10/2022 06:00;93.5;888.4;160;320;0.1174
13/10/2022 06:15;109.6;736.8;80;160;0.1194
13/10/2022 06:30;133.8;314.2;160;280;0.1195
13/10/2022 06:45;50.8;260;240;320;0.1173
13/10/2022 07:00;110.4;353.7;320;160;0.1177
13/10/2022 07:15;103.6;222.9;280;160;0.1173
13/10/2022 07:30;140.7;133.8;320;320;0.1165
13/10/2022 07:45;78.7;115.1;480;200;0.1148
13/10/2022 08:00;35;2 810.80;120;160;0.1143
13/10/2022 08:15;19.2;1 032.20;160;280;0.1139
13/10/2022 08:30;67.4;1 680.30;320;280;0.1144
13/10/2022 08:45;703.6;584.5;280;160;0.1137
13/10/2022 09:00;1 229.10;523.7;200;240;0.1152
13/10/2022 09:15;1 257.00;1 410.50;200;280;0.1192
13/10/2022 09:30;1 547.10;2 390.20;200;80;0.1235
13/10/2022 09:45;544.9;2 711.60;160;80;0.1224
13/10/2022 10:00;70.9;4 358.40;120;200;0.1188
13/10/2022 10:15;1 720.20;2 768.60;280;80;0.1162
13/10/2022 10:30;837.1;1 744.90;200;80;0.1131
13/10/2022 10:45;289;4 317.60;160;160;0.1095
13/10/2022 11:00;385.5;3 673.40;160;160;0.1078
13/10/2022 11:15;2 066.30;481.4;200;40;0.1085
13/10/2022 11:30;2 923.80;2 999.30;120;120;0.1078
13/10/2022 11:45;3 633.20;2 995.10;160;200;0.1059
13/10/2022 12:00;471.4;501.6;280;40;0.1032
13/10/2022 12:15;217.8;147.2;200;80;0.1018
13/10/2022 12:30;66.9;162.7;120;200;0.1016
13/10/2022 12:45;31.3;117.7;200;120;0.1037
13/10/2022 13:00;79.6;176.4;200;40;0.1044
13/10/2022 13:15;84.4;418.3;120;240;0.1034
13/10/2022 13:30;434.7;537.8;280;200;0.1044
13/10/2022 13:45;1 715.70;490.7;360;160;0.1062
13/10/2022 14:00;2 604.60;629.8;400;240;0.1075
13/10/2022 14:15;3 622.00;592.4;320;200;0.1091
13/10/2022 14:30;2 682.00;635.6;280;120;0.1133
13/10/2022 14:45;1 298.00;550.5;200;40;0.1175
13/10/2022 15:00;1 474.40;1 181.50;160;160;0.1223
13/10/2022 15:15;1 023.20;123.9;120;200;0.1254
13/10/2022 15:30;203.1;116.8;280;120;0.1279
13/10/2022 15:45;799.9;337.9;240;120;0.1331
13/10/2022 16:00;123;439.5;280;400;0.1384
13/10/2022 16:15;160.8;472.4;200;280;0.1412
13/10/2022 16:30;172.2;427.6;160;200;0.1408
13/10/2022 16:45;170.5;523.4;0;320;0.1382
13/10/2022 17:00;179.4;657.8;120;320;0.159
13/10/2022 17:15;151.6;667.6;280;200;0.1666
13/10/2022 17:30;115.4;637.9;240;280;0.1636
13/10/2022 17:45;522.8;409.1;280;80;0.1612
13/10/2022 18:00;154.5;170.9;160;80;0.1558
13/10/2022 18:15;195.2;509.4;120;280;0.1521
13/10/2022 18:30;291.3;744.1;240;160;0.1491
13/10/2022 18:45;321.7;894.2;320;80;0.1467
13/10/2022 19:00;388.9;934;480;320;0.144
13/10/2022 19:15;357.4;1 000.60;480;800;0.1398
13/10/2022 19:30;208.1;974.8;480;200;0.1372
13/10/2022 19:45;199.9;755.8;400;240;0.1363
13/10/2022 20:00;178.5;600.9;240;400;0.128
13/10/2022 20:15;1 269.30;804.4;320;240;0.1234
13/10/2022 20:30;1 731.40;814.7;520;200;0.1201
13/10/2022 20:45;1 984.10;922.6;280;320;0.1167
13/10/2022 21:00;1 262.00;1 640.00;280;280;0.1071
13/10/2022 21:15;1 841.70;1 555.60;320;200;0.1014
13/10/2022 21:30;49.9;1 368.50;160;160;0.0976
13/10/2022 21:45;104.7;1 321.50;40;320;0.092
13/10/2022 22:00;48.6;1 268.60;160;160;0.0918
13/10/2022 22:15;50.7;356.7;280;160;0.0864
13/10/2022 22:30;48.8;403.4;240;320;0.0852
13/10/2022 22:45;73.6;438.1;280;200;0.0815
13/10/2022 23:00;28.7;352;240;280;0.0777
13/10/2022 23:15;20;414.7;40;440;0.077
13/10/2022 23:30;19.3;363.6;40;280;0.0765
13/10/2022 23:45;72.6;70.9;160;240;0.0761
14/10/2022 00:00;19.8;152.4;280;400;0.0747
14/10/2022 00:15;19.8;65.1;240;320;0.0737
14/10/2022 00:30;19.2;151.8;280;240;0.0729
14/10/2022 00:45;82.2;92.5;200;280;0.0717
14/10/2022 01:00;18.3;76.1;160;280;0.0702
14/10/2022 01:15;21;165;200;160;0.0687
14/10/2022 01:30;19.8;89.8;160;200;0.0663
14/10/2022 01:45;49.9;72.9;240;360;0.0647
14/10/2022 02:00;45.1;190.1;280;240;0.0639
14/10/2022 02:15;19.2;337.5;160;200;0.0631
14/10/2022 02:30;20.1;400.3;40;320;0.0629
14/10/2022 02:45;49.9;478.1;80;240;0.0631
14/10/2022 03:00;44.6;650.4;240;160;0.0633
14/10/2022 03:15;19.1;675.7;280;240;0.0629
14/10/2022 03:30;19.1;619.3;240;160;0.0641
14/10/2022 03:45;65.6;881.6;200;80;0.0648
14/10/2022 04:00;100.6;702.6;40;80;0.067
14/10/2022 04:15;73.2;457.7;80;240;0.0682
14/10/2022 04:30;75.9;406.2;240;40;0.0702
14/10/2022 04:45;119;356.8;240;80;0.0722
14/10/2022 05:00;83.8;929.2;160;200;0.0768
14/10/2022 05:15;71.3;880.3;160;80;0.084
14/10/2022 05:30;230.4;1 062.10;280;40;0.0937
14/10/2022 05:45;324.2;1 223.50;120;200;0.0993
14/10/2022 06:00;395.9;1 184.30;200;160;0.1099
14/10/2022 06:15;1 787.00;888.6;720;40;0.1184
14/10/2022 06:30;715.1;931.5;280;120;0.1242
14/10/2022 06:45;192.8;3 871.20;280;200;0.1263
14/10/2022 07:00;109.1;1 397.50;320;40;0.1303
14/10/2022 07:15;106.7;2 029.10;280;80;0.1336
14/10/2022 07:30;24.4;659.2;40;560;0.1351
14/10/2022 07:45;65.8;77.4;80;200;0.1351
14/10/2022 08:00;37.3;215.8;280;200;0.1367
14/10/2022 08:15;1 719.70;355.5;280;240;0.1377
14/10/2022 08:30;1 079.30;99.6;320;80;0.139
14/10/2022 08:45;1 067.40;181.3;200;80;0.1386
14/10/2022 09:00;780.6;86.6;200;160;0.1403
14/10/2022 09:15;157.2;118.5;120;160;0.1447
14/10/2022 09:30;137.6;2 697.60;120;40;0.1488
14/10/2022 09:45;129.1;214.8;240;160;0.1491
14/10/2022 10:00;187.2;1 208.70;200;160;0.147
14/10/2022 10:15;132.3;84.6;160;40;0.146
14/10/2022 10:30;132;117.9;240;120;0.1438
14/10/2022 10:45;74.4;1 245.50;440;200;0.1407
14/10/2022 11:00;110.2;2 053.10;200;40;0.1383
14/10/2022 11:15;218.4;601.1;120;80;0.1383
14/10/2022 11:30;2 655.40;721.3;160;200;0.1358
14/10/2022 11:45;3 453.20;720.8;160;80;0.1341
14/10/2022 12:00;862.2;2 072.10;160;40;0.1306
14/10/2022 12:15;296.8;3 517.80;280;200;0.1277
14/10/2022 12:30;159.7;1 780.70;240;400;0.1261
14/10/2022 12:45;197.8;552.4;280;80;0.1279
14/10/2022 13:00;168.9;422.8;40;200;0.1276
14/10/2022 13:15;131.1;496;40;240;0.1255
14/10/2022 13:30;150.9;409.2;200;200;0.1253
14/10/2022 13:45;166;1 306.60;360;40;0.1252
14/10/2022 14:00;202.5;1 492.10;360;80;0.1245
14/10/2022 14:15;177.5;1 436.00;360;200;0.1235
14/10/2022 14:30;120.2;1 307.10;280;120;0.1255
14/10/2022 14:45;589.4;1 350.20;120;40;0.1272
14/10/2022 15:00;376.3;1 156.70;120;160;0.1307
14/10/2022 15:15;295.8;1 271.60;320;200;0.1333
14/10/2022 15:30;314.8;1 172.00;280;40;0.1355
14/10/2022 15:45;292.8;1 060.30;120;80;0.1411
14/10/2022 16:00;284.3;657.2;160;240;0.1463
14/10/2022 16:15;151.5;545.7;240;40;0.1481
14/10/2022 16:30;130.8;482.5;200;80;0.1465
14/10/2022 16:45;132.8;448.6;280;200;0.1446
14/10/2022 17:00;204.5;335.7;280;120;0.1685
14/10/2022 17:15;170.5;589.4;280;40;0.1707
14/10/2022 17:30;189.7;597.2;360;160;0.1675
14/10/2022 17:45;184.7;531.7;240;160;0.1649
14/10/2022 18:00;449;681.5;280;40;0.1597
14/10/2022 18:15;494.1;2 049.50;160;120;0.1563
14/10/2022 18:30;1 372.60;2 213.80;240;240;0.1531
14/10/2022 18:45;1 675.00;2 133.00;280;80;0.1496
14/10/2022 19:00;2 202.60;1 970.10;280;80;0.1452
14/10/2022 19:15;1 831.30;891.3;400;400;0.1404
14/10/2022 19:30;2 286.10;601.6;360;2 360.00;0.1376
14/10/2022 19:45;252.3;451.6;400;480;0.1359
14/10/2022 20:00;206.3;422.7;200;400;0.1254
14/10/2022 20:15;346.4;354.1;160;360;0.1189
14/10/2022 20:30;353;668;200;280;0.1156
14/10/2022 20:45;102.6;740.9;320;280;0.1126
14/10/2022 21:00;104.9;682.1;280;320;0.1038
14/10/2022 21:15;229.9;785;240;200;0.0989
14/10/2022 21:30;159.7;713.1;160;200;0.0975
14/10/2022 21:45;164.8;720.3;240;360;0.0925
14/10/2022 22:00;164.7;201.8;160;240;0.0923
14/10/2022 22:15;271.4;93.4;120;160;0.0869
14/10/2022 22:30;274;80.5;240;320;0.0857
14/10/2022 22:45;240.4;165.6;200;280;0.0824
14/10/2022 23:00;243.2;70.7;160;160;0.0785
14/10/2022 23:15;284.9;116.1;200;200;0.0779
14/10/2022 23:30;227;114;280;360;0.0775
14/10/2022 23:45;20.2;81.2;160;320;0.0772
15/10/2022 00:00;19.7;166.4;40;200;0.0759
15/10/2022 00:15;75;67.9;120;320;0.0749
15/10/2022 00:30;22.1;94.3;200;200;0.0739
15/10/2022 00:45;20.1;164.7;280;160;0.0723
15/10/2022 01:00;19.4;77.5;240;240;0.0706
15/10/2022 01:15;67.3;83.9;200;160;0.0692
15/10/2022 01:30;19.2;149.5;40;40;0.0668
15/10/2022 01:45;20.7;69.5;80;120;0.0651
15/10/2022 02:00;19.5;119.2;200;200;0.0641
15/10/2022 02:15;76.4;87.2;280;80;0.0632
15/10/2022 02:30;19;131.4;200;40;0.0629
15/10/2022 02:45;19.8;74.2;160;200;0.0626
15/10/2022 03:00;19;138.5;200;120;0.0623
15/10/2022 03:15;74.7;96.4;160;40;0.0618
15/10/2022 03:30;19.1;142.3;120;160;0.0626
15/10/2022 03:45;19.8;303.7;160;200;0.0629
15/10/2022 04:00;18.7;336;160;40;0.0645
15/10/2022 04:15;75.5;310.7;200;80;0.0652
15/10/2022 04:30;47.6;506.9;280;240;0.0664
15/10/2022 04:45;112.7;859;240;40;0.0671
15/10/2022 05:00;109.9;760.7;80;40;0.0698
15/10/2022 05:15;153.5;763.7;0;240;0.0757
15/10/2022 05:30;178.4;708.5;200;80;0.0847
15/10/2022 05:45;195.5;927.7;280;80;0.0907
15/10/2022 06:00;234.7;963.3;280;280;0.1008
15/10/2022 06:15;400.8;1 015.90;240;120;0.1106
15/10/2022 06:30;478;985.1;720;200;0.118
15/10/2022 06:45;404.3;997.2;200;280;0.1221
15/10/2022 07:00;395.7;713.3;160;560;0.1282
15/10/2022 07:15;282.2;341.2;280;280;0.1329
15/10/2022 07:30;157.6;376.4;280;120;0.1362
15/10/2022 07:45;100.9;586.3;200;240;0.1384
15/10/2022 08:00;86;501.2;200;200;0.1419
15/10/2022 08:15;1 514.40;583.5;280;80;0.145
15/10/2022 08:30;1 394.70;228.9;160;40;0.1484
15/10/2022 08:45;620.5;95.7;160;200;0.1497
15/10/2022 09:00;37.8;344.8;280;160;0.1537
15/10/2022 09:15;20.3;2 821.50;160;40;0.1594
15/10/2022 09:30;82.3;166.9;200;120;0.1649
15/10/2022 09:45;20.3;1 433.20;240;200;0.1656
15/10/2022 10:00;561.5;216.7;240;40;0.163
15/10/2022 10:15;133.8;306;160;80;0.1621
15/10/2022 10:30;187.4;197.7;0;200;0.1588
15/10/2022 10:45;132.9;777.9;200;120;0.1533
15/10/2022 11:00;1 682.50;146.9;280;40;0.1494
15/10/2022 11:15;1 525.20;166.3;200;160;0.1476
15/10/2022 11:30;3 014.40;1 331.00;160;160;0.144
15/10/2022 11:45;3 592.90;3 366.10;160;40;0.1405
15/10/2022 12:00;496.2;3 029.60;160;120;0.1365
15/10/2022 12:15;239.4;660.4;120;200;0.1338
15/10/2022 12:30;358.3;583.6;200;80;0.1317
15/10/2022 12:45;301.6;495;200;80;0.1323
15/10/2022 13:00;299.4;573.5;160;280;0.1312
15/10/2022 13:15;726.4;337.7;240;80;0.1283
15/10/2022 13:30;1 836.50;151.7;400;80;0.127
15/10/2022 13:45;1 664.00;732;280;160;0.126
15/10/2022 14:00;1 965.40;1 578.20;200;160;0.1246
15/10/2022 14:15;1 207.50;2 506.40;240;40;0.123
15/10/2022 14:30;1 321.90;771.9;320;120;0.1247
15/10/2022 14:45;1 383.30;735.3;360;200;0.1264
15/10/2022 15:00;1 390.90;2 560.60;240;80;0.1294
15/10/2022 15:15;220.6;1 578.60;240;40;0.1322
15/10/2022 15:30;260.2;2 270.40;120;240;0.1346
15/10/2022 15:45;216.7;1 940.20;40;80;0.14
15/10/2022 16:00;216.8;589.4;160;40;0.1452
15/10/2022 16:15;229.2;620.2;240;200;0.1472
15/10/2022 16:30;159.3;207.7;280;120;0.1468
15/10/2022 16:45;133.7;164;200;40;0.1459
15/10/2022 17:00;47.2;509.9;160;120;0.1765
15/10/2022 17:15;455.5;516;200;240;0.1762
15/10/2022 17:30;402.7;496.1;200;40;0.1742
15/10/2022 17:45;108.1;572.8;120;40;0.1727
15/10/2022 18:00;578.5;579.3;200;240;0.1691
15/10/2022 18:15;625.9;841.8;160;80;0.1661
15/10/2022 18:30;307;806.5;160;80;0.1632
15/10/2022 18:45;158.4;998.8;280;200;0.1596
15/10/2022 19:00;140.1;724.8;240;280;0.1556
15/10/2022 19:15;201.7;816.5;360;600;0.1509
15/10/2022 19:30;149.2;750.5;320;280;0.1472
15/10/2022 19:45;109.5;581.2;200;320;0.1446
15/10/2022 20:00;114.4;449.4;200;160;0.1325
15/10/2022 20:15;686.3;532.1;320;200;0.1244
15/10/2022 20:30;1 494.00;708.2;320;360;0.1189
15/10/2022 20:45;2 063.40;1 407.30;280;200;0.1133
15/10/2022 21:00;1 941.20;1 627.00;320;200;0.1015
15/10/2022 21:15;1 881.00;1 599.60;280;280;0.0942
15/10/2022 21:30;792.6;1 692.10;160;320;0.0908
15/10/2022 21:45;79.3;1 593.40;40;160;0.0838
15/10/2022 22:00;79.7;800.9;160;240;0.0826
15/10/2022 22:15;141.9;438.4;320;320;0.0771
15/10/2022 22:30;58;350.9;280;160;0.0758
15/10/2022 22:45;37;417.9;240;160;0.0727
15/10/2022 23:00;19.2;409.5;240;320;0.0693
15/10/2022 23:15;73;354.4;120;440;0.0695
15/10/2022 23:30;21.4;257.8;160;200;0.0697
15/10/2022 23:45;20.5;150.1;120;320;0.0703
16/10/2022 00:00;20.5;64.4;160;320;0.069
16/10/2022 00:15;58.8;95.3;280;240;0.0687
16/10/2022 00:30;20.3;144.2;120;160;0.0683
16/10/2022 00:45;19.8;69.3;160;240;0.0676
16/10/2022 01:00;65.5;112.3;280;320;0.0665
16/10/2022 01:15;19.9;106.7;240;200;0.0657
16/10/2022 01:30;20;80.8;120;160;0.0639
16/10/2022 01:45;19;137.1;40;280;0.0627
16/10/2022 02:00;75.2;68.5;160;280;0.0621
16/10/2022 02:15;19.3;145.3;240;200;0.0617
16/10/2022 02:30;20.2;110.7;280;160;0.0624
16/10/2022 02:45;18.3;84.4;240;360;0.063
16/10/2022 03:00;75;156.5;200;240;0.0643
16/10/2022 03:15;19.6;69.5;40;160;0.0643
16/10/2022 03:30;56.6;133.8;40;160;0.0674
16/10/2022 03:45;90;109.1;280;200;0.0697
16/10/2022 04:00;150.8;206.3;240;40;0.0757
16/10/2022 04:15;225.8;367;200;80;0.0809
16/10/2022 04:30;403.4;279.3;160;200;0.0874
16/10/2022 04:45;284.1;466.1;160;120;0.0935
16/10/2022 05:00;322.4;675.5;160;80;0.0996
16/10/2022 05:15;271.2;696.6;120;120;0.1079
16/10/2022 05:30;262.6;766.7;200;200;0.1147
16/10/2022 05:45;142.9;702.7;160;40;0.1157
16/10/2022 06:00;89.2;498.6;240;80;0.1183
16/10/2022 06:15;64.5;753.9;800;240;0.1206
16/10/2022 06:30;63.8;691.8;320;80;0.1209
16/10/2022 06:45;116.3;802.1;160;40;0.1195
16/10/2022 07:00;67.6;808.6;120;200;0.1211
16/10/2022 07:15;49.3;1 054.40;200;160;0.121
16/10/2022 07:30;25.8;464.3;280;40;0.1202
16/10/2022 07:45;73;226.9;320;120;0.1188
16/10/2022 08:00;24.7;278.4;280;240;0.1193
16/10/2022 08:15;47.9;777.1;280;40;0.1198
16/10/2022 08:30;130;646.2;240;40;0.1209
16/10/2022 08:45;299.2;644.6;40;240;0.1208
16/10/2022 09:00;930.2;2 702.20;80;120;0.123
16/10/2022 09:15;1 669.00;437.1;280;160;0.1281
16/10/2022 09:30;1 531.10;1 041.00;280;320;0.1317
16/10/2022 09:45;1 008.70;113.9;240;280;0.1298
16/10/2022 10:00;235;868.7;200;160;0.1243
16/10/2022 10:15;104.4;4 505.10;160;240;0.1208
16/10/2022 10:30;101.6;2 336.50;80;360;0.1178
16/10/2022 10:45;574.6;1 624.30;120;80;0.1146
16/10/2022 11:00;3 066.90;795.5;200;40;0.1123
16/10/2022 11:15;884.4;601.9;280;200;0.112
16/10/2022 11:30;271.9;619.3;240;160;0.1105
16/10/2022 11:45;256;518.9;200;40;0.1092
16/10/2022 12:00;399;260.8;160;120;0.1065
16/10/2022 12:15;3 068.10;282.4;240;200;0.1046
16/10/2022 12:30;3 369.30;1 233.30;240;80;0.1042
16/10/2022 12:45;466.4;2 347.30;120;520;0.1066
16/10/2022 13:00;174.8;4 161.40;160;360;0.1066
16/10/2022 13:15;127.6;4 180.70;240;200;0.1054
16/10/2022 13:30;246.6;2 376.10;400;600;0.1063
16/10/2022 13:45;286.6;1 402.10;320;320;0.1084
16/10/2022 14:00;1 245.40;1 013.30;280;280;0.1103
16/10/2022 14:15;1 841.00;952.7;320;160;0.1125
16/10/2022 14:30;1 813.90;214.7;360;240;0.1181
16/10/2022 14:45;3 237.20;228.6;240;1 960.00;0.1238
16/10/2022 15:00;1 537.80;375.8;120;440;0.1299
16/10/2022 15:15;1 494.00;522.3;280;240;0.1347
16/10/2022 15:30;1 630.80;581.2;160;480;0.1389
16/10/2022 15:45;1 722.20;563.3;200;360;0.1446
16/10/2022 16:00;858.6;510.3;240;280;0.1501
16/10/2022 16:15;133.8;670;280;360;0.1524
16/10/2022 16:30;162.9;695.9;240;320;0.1532
16/10/2022 16:45;137.8;649.3;40;240;0.1553
16/10/2022 17:00;141.4;716.4;40;160;0.1819
16/10/2022 17:15;146.7;580.1;160;280;0.1783
16/10/2022 17:30;190;539.4;280;320;0.1753
16/10/2022 17:45;128.4;625.2;280;160;0.1726
16/10/2022 18:00;123.1;585.7;240;480;0.1668
16/10/2022 18:15;638.7;1 128.00;240;360;0.1618
16/10/2022 18:30;474;1 945.00;120;320;0.1587
16/10/2022 18:45;1 894.50;1 675.50;80;200;0.1563
16/10/2022 19:00;1 860.10;1 210.30;160;320;0.1527
16/10/2022 19:15;2 273.30;1 062.90;280;440;0.1484
16/10/2022 19:30;280.4;962.5;360;480;0.1448
16/10/2022 19:45;172.2;874.6;360;280;0.1431
16/10/2022 20:00;169.4;1 244.20;280;400;0.1336
16/10/2022 20:15;277.7;861;280;280;0.1274
16/10/2022 20:30;299.3;688.1;280;200;0.1217
16/10/2022 20:45;205.2;800.2;200;320;0.1162
16/10/2022 21:00;185.7;697.9;240;320;0.1049
16/10/2022 21:15;194.6;709.4;280;160;0.0977
16/10/2022 21:30;190.2;549.1;200;240;0.0928
16/10/2022 21:45;163.4;364.6;240;360;0.0863
16/10/2022 22:00;158.8;319.1;280;240;0.085
16/10/2022 22:15;157.3;401.6;240;160;0.0789
16/10/2022 22:30;80.3;369.5;120;360;0.0775
16/10/2022 22:45;28.8;66.5;160;240;0.0738
16/10/2022 23:00;18.7;149.4;200;160;0.0701
16/10/2022 23:15;19.6;93;160;280;0.0704
16/10/2022 23:30;19;88.4;160;320;0.0703
